location,sample date,Ammonium,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Dissolved oxygen,Nitrates,Nitrites,Orthophosphate-phosphorus,Total nitrogen,Total phosphorus,Water temperature
Chai,2013-04-10,       0.01,       0.31,      26.99,       8.33,       1.15,       0.02,       0.02,       1.48,       0.06,      19.00
Chai,2013-04-13,       0.23,       1.24,,       8.52,       2.15,       0.01,       0.02,       2.87,       0.02,      12.97
Chai,2013-05-04,       0.04,       2.18,      18.64,       9.31,       1.75,       0.02,       0.02,       2.17,       0.03,      10.33
Chai,2013-05-12,       0.14,       1.72,      26.61,       8.43,       1.52,       0.01,       0.08,       2.02,       0.10,       6.50
Chai,2013-05-19,,,,,,,,,,
Chai,2013-05-31,       0.09,       1.75,,       8.22,       1.21,       0.02,       0.03,       1.58,       0.09,      24.00
Chai,2013-06-09,       0.01,       0.38,      25.54,       7.22,       0.87,       0.01,       0.04,       1.01,       0.05,      24.00
Chai,2013-06-15,       0.20,       1.46,      23.30,       6.95,       1.14,       0.02,       0.01,       1.63,       0.02,      22.00
Chai,2013-06-28,       0.36,       5.27,,      10.01,       1.80,       0.06,       0.02,       2.66,       0.02,      19.00
Chai,2013-07-18,       0.09,       2.52,,       8.84,       0.69,       0.01,       0.00,       0.96,       0.01,      27.00
Chai,2013-08-31,       0.14,       0.99,,       6.34,       0.84,       0.01,       0.06,       1.45,       0.08,      24.00
Chai,2013-09-28,       0.11,       1.74,,       8.77,       1.31,       0.02,       0.04,       1.64,       0.05,      21.67
Chai,2013-10-11,       0.11,       1.38,      25.70,      10.66,       1.27,       0.01,       0.08,       2.23,       0.10,       9.50
Chai,2013-10-27,       0.08,       0.78,,      10.05,       1.39,       0.01,       0.11,       1.53,       0.15,      12.50
Chai,2013-11-21,       0.15,       1.74,,       9.88,       1.27,       0.01,       0.07,       1.84,       0.09,       8.00
Chai,2013-11-30,       0.06,       0.00,,       7.78,       1.62,       0.07,       0.07,       2.00,       0.08,       5.90
Chai,2013-12-01,       0.12,       2.14,      23.40,      10.87,       2.13,       0.02,       0.11,       2.72,       0.15,       3.00
Chai,2013-12-13,       0.33,       1.41,,      10.56,       1.64,       0.01,       0.11,       2.13,       0.14,       5.00
Chai,2013-12-15,       0.26,       1.43,,      10.05,       1.63,       0.01,       0.09,       2.11,       0.11,       7.00
Chai,2014-01-18,,,,,,,,,,
Chai,2014-01-23,       0.18,       3.04,      24.56,      12.61,       2.19,       0.03,       0.06,       2.68,       0.14,       1.00
Chai,2014-01-30,       0.13,       1.23,,      12.76,       2.21,       0.02,       0.07,       2.62,       0.07,       1.00
Chai,2014-02-15,,,,,,,,,,
Chai,2014-02-24,,,,,,,,,,
Chai,2014-03-14,       0.11,       2.04,,      11.40,       2.27,       0.02,       0.06,       2.56,       0.08,       6.00
Chai,2014-03-17,,,,,,,,,,
Chai,2014-03-19,       0.08,       1.63,      21.00,       9.92,       2.30,       0.02,       0.05,       2.83,       0.07,       8.00
Chai,2014-03-28,       0.08,       1.39,,       9.66,       2.35,       0.02,       0.06,       2.50,       0.08,      10.17
Chai,2014-03-29,,,,,,,,,,
Chai,2014-04-01,,,,,,,,,,
Chai,2014-04-26,       0.00,       2.03,,       9.08,       1.61,       0.02,       0.04,       1.66,       0.06,      15.03
Chai,2014-04-28,,,,,,,,,,
Chai,2014-05-09,       0.00,       2.09,      21.65,       8.37,       1.14,       0.01,       0.03,       1.16,       0.06,
Chai,2014-05-12,       0.05,       1.03,,      10.91,       1.67,       0.01,       0.06,       1.78,       0.09,       8.03
Chai,2014-05-16,       0.10,       1.97,      24.27,       8.31,       1.38,       0.01,       0.04,       1.60,       0.05,      21.00
Chai,2014-05-23,       0.01,       1.47,,       9.02,       1.54,       0.02,       0.04,       1.62,       0.09,      19.35
Chai,2014-05-31,,,,,,,,,,
Chai,2014-06-11,       0.04,       0.00,      19.02,       9.67,       1.75,       0.01,       0.06,       1.87,       0.07,      14.13
Chai,2014-06-13,       0.04,       2.12,      24.81,       8.49,       1.11,       0.01,       0.03,       1.37,       0.05,      22.00
Chai,2014-06-20,       0.04,       2.77,,       7.25,       0.80,       0.01,       0.02,       0.92,       0.02,      25.17
Chai,2014-07-07,,,,,,,,,,
Chai,2014-07-16,       0.22,       1.30,      23.50,       6.86,       1.42,       0.02,       0.03,       1.74,       0.03,      28.47
Chai,2014-08-03,       0.14,       2.05,      22.83,      11.50,       2.17,       0.02,       0.06,       2.54,       0.08,       3.00
Chai,2014-08-10,       0.17,       1.15,      24.27,       8.87,       1.71,       0.01,       0.06,       2.15,       0.07,      19.50
Chai,2014-08-13,       0.10,       1.18,      22.92,       7.11,       1.32,       0.01,       0.03,       1.56,       0.04,      25.00
Chai,2014-08-23,       0.13,       1.08,,       7.18,       1.09,       0.01,       0.02,       1.28,       0.04,      28.50
Chai,2014-08-29,       0.10,       1.50,,       7.96,       1.03,       0.01,       0.04,       1.18,       0.06,      20.00
Chai,2014-09-04,       0.02,       1.72,      20.89,       7.46,       1.92,       0.02,       0.05,       1.98,       0.06,      12.43
Chai,2014-09-13,       0.13,       1.52,,       8.28,       1.07,       0.01,       0.05,       1.24,       0.06,
Chai,2014-10-12,       0.03,       1.54,,      11.06,       1.66,       0.01,       0.06,       1.90,       0.08,       5.00
Chai,2014-10-16,       0.09,       0.00,,       8.85,       1.89,       0.01,       0.09,       2.00,       0.11,      18.50
Chai,2014-10-17,,,,,,,,,,
Chai,2014-11-09,,,,,,,,,,
Chai,2014-11-15,,,,,,,,,,
Chai,2014-11-20,       0.02,       1.33,,      10.48,       1.71,       0.01,       0.06,       1.82,       0.06,      10.00
Chai,2014-11-28,       0.00,,,      10.16,       1.75,       0.01,       0.05,       1.88,       0.06,       9.03
Chai,2014-12-06,,,,,,,,,,
Chai,2014-12-11,       0.04,       0.00,,       9.94,       1.81,       0.01,       0.05,       1.89,       0.09,      11.53
Chai,2014-12-12,,,,,,,,,,
Chai,2015-01-15,       0.08,       1.63,,,       2.31,       0.02,       0.07,       2.85,       0.09,       2.43
Chai,2015-02-13,       0.08,       1.30,,      10.76,       2.06,       0.02,       0.06,       2.41,       0.08,       6.73
Chai,2015-03-04,       0.03,       1.41,      22.03,      11.40,       2.30,       0.02,       0.07,       2.48,       0.11,       7.60
Chai,2015-03-14,       0.06,       1.59,      18.79,      10.69,       2.53,       0.02,       0.07,       2.62,       0.09,       8.53
Chai,2015-03-20,       0.11,       1.43,,      10.32,       2.94,       0.02,       0.08,       3.20,       0.11,       8.10
Chai,2015-04-09,       0.04,       1.19,      20.58,       8.65,       0.88,       0.01,       0.02,       0.99,       0.04,      25.50
Chai,2015-04-18,,,,,,,,,,
Chai,2015-05-08,       0.06,       1.13,      21.32,       8.50,       0.96,       0.01,       0.04,       1.12,       0.06,      24.00
Chai,2015-05-20,       0.01,       0.82,      22.69,       8.78,       1.75,       0.02,       0.04,       2.27,       0.05,      21.80
Chai,2015-05-21,,,,,,,,,,
Chai,2015-05-29,       0.04,       1.46,,       8.96,       1.84,       0.02,       0.08,       2.10,       0.09,      20.40
Chai,2015-06-02,       0.05,       1.01,      16.40,      10.27,       2.06,       0.02,       0.04,       2.32,       0.06,       5.57
Chai,2015-06-14,,,,,,,,,,
Chai,2015-06-18,       0.04,       1.20,,       8.22,       2.10,       0.01,       0.05,       2.27,       0.06,      22.33
Chai,2015-07-11,       0.12,       0.92,      22.03,       9.77,       1.78,       0.01,       0.07,       1.97,       0.08,      15.37
Chai,2015-07-22,       0.13,       1.08,,       8.88,       1.47,       0.01,       0.02,       1.70,       0.03,      25.00
Chai,2015-08-02,,,,,,,,,,
Chai,2015-08-20,       0.05,       1.90,,       8.81,       0.66,       0.02,       0.02,       0.82,       0.03,      27.00
Chai,2015-08-23,,,,,,,,,,
Chai,2015-09-01,       0.02,       1.26,      21.11,      11.74,       1.71,       0.01,       0.06,       1.78,       0.06,       2.00
Chai,2015-09-07,,,,,,,,,,
Chai,2015-09-10,       0.01,       0.99,      22.62,       9.32,       1.76,       0.01,       0.05,       1.83,       0.06,      14.40
Chai,2015-09-20,       0.13,       1.16,      20.36,       8.03,       1.05,       0.02,       0.03,       1.30,       0.05,      19.17
Chai,2015-10-07,       0.03,       1.51,      21.95,       9.83,       1.88,       0.01,       0.04,       2.00,       0.05,      24.43
Chai,2015-10-12,       0.05,       0.84,      22.18,      12.28,       1.80,       0.01,       0.05,       1.95,       0.06,       4.27
Chai,2015-10-16,       0.04,       0.98,,       8.69,       1.75,       0.01,       0.05,       1.82,       0.07,      16.27
Chai,2015-10-19,,,,,,,,,,
Chai,2015-11-01,,,,,,,,,,
Chai,2015-11-06,       0.03,       3.75,      26.56,      11.12,       1.34,       0.01,       0.01,       1.44,       0.02,      21.47
Chai,2015-11-20,       0.08,       1.07,,      10.02,       1.72,       0.01,       0.05,       1.87,       0.06,      11.93
Chai,2015-11-27,       0.08,       0.97,,       9.62,       1.64,       0.01,       0.06,       1.75,       0.07,       4.13
Chai,2015-12-04,       0.10,       2.55,,       9.40,       2.37,       0.03,       0.05,       2.71,       0.08,       9.37
Chai,2015-12-08,       0.00,       2.50,,       9.16,       0.69,       0.01,       0.02,       0.84,       0.03,      28.47
Chai,2015-12-17,       0.09,       1.06,,       9.99,       1.65,       0.01,       0.02,       1.79,       0.03,       2.47
Chai,2016-01-01,,,,,,,,,,       3.00
Chai,2016-01-02,,,,,,,,,,       2.00
Chai,2016-01-03,,,,,,,,,,       5.60
Chai,2016-01-04,       0.03,       1.13,      19.61,      10.16,       1.79,       0.01,       0.03,       1.90,       0.06,      12.87
Chai,2016-01-05,,,,,,,,,,      14.40
Chai,2016-01-06,,,,,,,,,,      18.40
Chai,2016-01-07,,,,,,,,,,      22.80
Chai,2016-01-08,,,,,,,,,,      27.00
Chai,2016-01-09,,,,,,,,,,      24.00
Chai,2016-01-10,,,,,,,,,,      18.60
Chai,2016-01-11,,,,,,,,,,      11.00
Chai,2016-01-12,,,,,,,,,,       7.00
Chai,2016-01-13,,,,,,,,,,       4.00
Chai,2016-01-14,,,,,,,,,,       3.80
Chai,2016-01-15,,,,,,,,,,       4.00
Chai,2016-01-16,       0.09,       0.82,      20.41,      10.20,       2.90,       0.02,       0.05,       3.05,       0.06,       4.50
Chai,2016-01-17,,,,,,,,,,       3.60
Chai,2016-01-18,,,,,,,,,,       3.80
Chai,2016-01-19,,,,,,,,,,       4.00
Chai,2016-01-20,,,,,,,,,,       4.20
Chai,2016-01-21,       0.11,       0.88,,      11.23,       2.43,       0.04,       0.05,       2.76,       0.05,       5.27
Chai,2016-01-22,,,,,,,,,,       4.40
Chai,2016-01-23,,,,,,,,,,       4.40
Chai,2016-01-24,,,,,,,,,,       4.00
Chai,2016-01-25,,,,,,,,,,       3.60
Chai,2016-01-26,,,,,,,,,,       3.60
Chai,2016-01-27,,,,,,,,,,       3.00
Chai,2016-01-28,,,,,,,,,,       3.00
Chai,2016-01-29,,,,,,,,,,       3.00
Chai,2016-01-30,,,,,,,,,,       3.00
Chai,2016-01-31,,,,,,,,,,       3.00
Chai,2016-02-01,,,,,,,,,,       3.00
Chai,2016-02-02,,,,,,,,,,       2.00
Chai,2016-02-03,,,,,,,,,,       5.60
Chai,2016-02-04,,,,,,,,,,      12.00
Chai,2016-02-05,,,,,,,,,,      15.00
Chai,2016-02-06,,,,,,,,,,      19.00
Chai,2016-02-07,       0.08,       1.97,      28.11,      11.35,       0.95,       0.02,       0.00,       1.38,       0.04,      23.93
Chai,2016-02-08,,,,,,,,,,      26.00
Chai,2016-02-09,,,,,,,,,,      24.00
Chai,2016-02-10,,,,,,,,,,      18.00
Chai,2016-02-11,,,,,,,,,,      11.00
Chai,2016-02-12,,,,,,,,,,       7.00
Chai,2016-02-13,,,,,,,,,,       2.40
Chai,2016-02-14,,,,,,,,,,       2.40
Chai,2016-02-15,,,,,,,,,,       3.40
Chai,2016-02-16,,,,,,,,,,       3.40
Chai,2016-02-17,,,,,,,,,,       3.40
Chai,2016-02-18,,,,,,,,,,       3.80
Chai,2016-02-19,,,,,,,,,,       3.80
Chai,2016-02-20,,,,,,,,,,       4.00
Chai,2016-02-21,,,,,,,,,,       4.00
Chai,2016-02-22,,,,,,,,,,       4.40
Chai,2016-02-23,,,,,,,,,,       4.80
Chai,2016-02-24,,,,,,,,,,       5.00
Chai,2016-02-25,       0.04,       2.24,,      11.31,       1.64,       0.01,       0.04,       2.00,       0.05,       4.97
Chai,2016-02-26,,,,,,,,,,       5.00
Chai,2016-02-27,,,,,,,,,,       5.20
Chai,2016-02-28,,,,,,,,,,       5.40
Chai,2016-03-01,,,,,,,,,,       3.00
Chai,2016-03-02,,,,,,,,,,       2.00
Chai,2016-03-03,,,,,,,,,,       6.00
Chai,2016-03-04,,,,,,,,,,      12.00
Chai,2016-03-05,,,,,,,,,,      15.00
Chai,2016-03-06,       0.00,       1.01,      22.30,       7.78,       1.63,       0.03,       0.07,       1.93,       0.08,      18.77
Chai,2016-03-07,,,,,,,,,,      23.00
Chai,2016-03-08,,,,,,,,,,      26.40
Chai,2016-03-09,       0.06,       1.07,      22.03,       8.01,       1.03,       0.01,       0.05,       1.42,       0.06,      23.10
Chai,2016-03-10,,,,,,,,,,      17.60
Chai,2016-03-11,,,,,,,,,,      11.00
Chai,2016-03-12,       0.03,       1.66,      19.61,      10.11,       1.28,       0.01,       0.04,       1.51,       0.06,       3.37
Chai,2016-03-13,,,,,,,,,,       7.00
Chai,2016-03-14,,,,,,,,,,       7.00
Chai,2016-03-15,,,,,,,,,,       7.20
Chai,2016-03-16,,,,,,,,,,       7.40
Chai,2016-03-17,       0.01,       1.58,,       9.79,       1.97,       0.02,       0.05,       2.23,       0.09,       9.70
Chai,2016-03-18,,,,,,,,,,       8.00
Chai,2016-03-19,,,,,,,,,,       8.20
Chai,2016-03-20,,,,,,,,,,       8.40
Chai,2016-03-21,,,,,,,,,,       8.60
Chai,2016-03-22,,,,,,,,,,       9.00
Chai,2016-03-23,,,,,,,,,,       9.20
Chai,2016-03-24,,,,,,,,,,      10.00
Chai,2016-03-25,,,,,,,,,,      10.00
Chai,2016-03-26,,,,,,,,,,      11.00
Chai,2016-03-27,,,,,,,,,,      12.00
Chai,2016-03-28,,,,,,,,,,      12.00
Chai,2016-03-29,,,,,,,,,,      12.00
Chai,2016-03-30,,,,,,,,,,      12.00
Chai,2016-03-31,,,,,,,,,,      11.60
Chai,2016-04-01,,,,,,,,,,       3.00
Chai,2016-04-02,,,,,,,,,,       1.40
Chai,2016-04-03,,,,,,,,,,       6.00
Chai,2016-04-04,,,,,,,,,,      12.00
Chai,2016-04-05,,,,,,,,,,      15.00
Chai,2016-04-06,,,,,,,,,,      19.00
Chai,2016-04-07,,,,,,,,,,      23.00
Chai,2016-04-08,,,,,,,,,,      26.00
Chai,2016-04-09,,,,,,,,,,      23.80
Chai,2016-04-10,,,,,,,,,,      17.60
Chai,2016-04-11,,,,,,,,,,      10.00
Chai,2016-04-12,,,,,,,,,,       6.60
Chai,2016-04-13,,,,,,,,,,      13.00
Chai,2016-04-14,,,,,,,,,,      13.00
Chai,2016-04-15,       0.01,       1.17,,       9.59,       1.64,       0.02,       0.04,       1.73,       0.07,      14.13
Chai,2016-04-16,,,,,,,,,,      13.00
Chai,2016-04-17,,,,,,,,,,      13.40
Chai,2016-04-18,,,,,,,,,,      13.40
Chai,2016-04-19,,,,,,,,,,      13.60
Chai,2016-04-20,,,,,,,,,,      13.60
Chai,2016-04-21,,,,,,,,,,      13.60
Chai,2016-04-22,,,,,,,,,,      13.60
Chai,2016-04-23,,,,,,,,,,      13.60
Chai,2016-04-24,,,,,,,,,,      13.80
Chai,2016-04-25,,,,,,,,,,      14.00
Chai,2016-04-26,,,,,,,,,,      13.80
Chai,2016-04-27,,,,,,,,,,      14.00
Chai,2016-04-28,,,,,,,,,,      14.40
Chai,2016-04-29,,,,,,,,,,      14.40
Chai,2016-04-30,,,,,,,,,,      14.40
