location,sample date,Biochemical Oxygen,Chemical Oxygen Demand (Cr),Dissolved oxygen,Water temperature,measure,value
Chai,2012-09-08,       2.56,      20.28,       7.61,      29.33,Nitrates,       1.33
Chai,2012-09-11,       1.32,      20.47,       8.03,      10.00,Nitrates,       1.78
Chai,2012-09-12,       1.96,      20.65,       8.48,       5.83,Nitrates,       2.11
Chai,2012-09-17,       1.42,      20.84,       8.89,      22.17,Nitrates,       1.11
Chai,2012-10-25,       1.60,      21.03,       9.31,      13.33,Nitrates,       1.70
Chai,2012-11-01,       1.32,      21.21,       9.87,       6.17,Nitrates,       1.99
Chai,2012-11-15,       1.32,      22.34,       8.09,      15.00,Nitrates,       2.08
Chai,2012-12-27,       1.83,      23.47,      11.03,       5.00,Nitrates,       1.92
Chai,2013-01-08,       3.09,      24.60,       7.02,      22.00,Nitrates,       0.72
Chai,2013-01-21,       2.06,      26.99,      10.02,       3.00,Nitrates,       1.94
Chai,2013-02-02,       1.20,      29.37,      10.54,       2.00,Nitrates,       3.38
Chai,2013-02-15,       1.84,      26.93,      11.45,       2.00,Nitrates,       2.36
Chai,2013-03-18,       1.51,      24.48,       8.66,       7.00,Nitrates,       2.88
Chai,2013-03-23,       2.33,      23.22,      11.32,       8.00,Nitrates,       2.10
Chai,2013-04-05,       1.51,      21.95,       8.35,      13.83,Nitrates,       1.59
Chai,2013-04-07,       2.56,      24.60,       8.72,      21.00,Nitrates,       0.87
Chai,2013-04-10,       0.31,      26.99,       8.33,      19.00,Nitrates,       1.15
Chai,2013-04-13,       1.24,      22.81,       8.52,      12.97,Nitrates,       2.15
Chai,2013-05-04,       2.18,      18.64,       9.31,      10.33,Nitrates,       1.75
Chai,2013-05-12,       1.72,      26.61,       8.43,       6.50,Nitrates,       1.52
Chai,2013-05-19,       1.74,      26.25,       8.33,      15.25,Nitrates,       1.37
Chai,2013-05-31,       1.75,      25.90,       8.22,      24.00,Nitrates,       1.21
Chai,2013-06-09,       0.38,      25.54,       7.22,      24.00,Nitrates,       0.87
Chai,2013-06-15,       1.46,      23.30,       6.95,      22.00,Nitrates,       1.14
Chai,2013-06-28,       5.27,      23.78,      10.01,      19.00,Nitrates,       1.80
Chai,2013-07-18,       2.52,      24.26,       8.84,      27.00,Nitrates,       0.69
Chai,2013-08-31,       0.99,      24.74,       6.34,      24.00,Nitrates,       0.84
Chai,2013-09-28,       1.74,      25.22,       8.77,      21.67,Nitrates,       1.31
Chai,2013-10-11,       1.38,      25.70,      10.66,       9.50,Nitrates,       1.27
Chai,2013-10-27,       0.78,      25.13,      10.05,      12.50,Nitrates,       1.39
Chai,2013-11-21,       1.74,      24.55,       9.88,       8.00,Nitrates,       1.27
Chai,2013-11-30,       0.00,      23.98,       7.78,       5.90,Nitrates,       1.62
Chai,2013-12-01,       2.14,      23.40,      10.87,       3.00,Nitrates,       2.13
Chai,2013-12-13,       1.41,      23.69,      10.56,       5.00,Nitrates,       1.64
Chai,2013-12-15,       1.43,      23.98,      10.05,       7.00,Nitrates,       1.63
Chai,2014-01-18,       2.23,      24.27,      11.33,       4.00,Nitrates,       1.91
Chai,2014-01-23,       3.04,      24.56,      12.61,       1.00,Nitrates,       2.19
Chai,2014-01-30,       1.23,      23.97,      12.76,       1.00,Nitrates,       2.21
Chai,2014-02-15,       1.50,      23.38,      12.30,       2.67,Nitrates,       2.23
Chai,2014-02-24,       1.77,      22.78,      11.85,       4.33,Nitrates,       2.25
Chai,2014-03-14,       2.04,      22.19,      11.40,       6.00,Nitrates,       2.27
Chai,2014-03-17,       1.84,      21.59,      10.66,       7.00,Nitrates,       2.29
Chai,2014-03-19,       1.63,      21.00,       9.92,       8.00,Nitrates,       2.30
Chai,2014-03-28,       1.39,      21.11,       9.66,      10.17,Nitrates,       2.35
Chai,2014-03-29,       1.60,      21.22,       9.47,      11.79,Nitrates,       2.11
Chai,2014-04-01,       1.81,      21.33,       9.27,      13.41,Nitrates,       1.86
Chai,2014-04-26,       2.03,      21.43,       9.08,      15.03,Nitrates,       1.61
Chai,2014-04-28,       2.06,      21.54,       8.73,      12.70,Nitrates,       1.38
Chai,2014-05-09,       2.09,      21.65,       8.37,      10.37,Nitrates,       1.14
Chai,2014-05-12,       1.03,      22.96,      10.91,       8.03,Nitrates,       1.67
Chai,2014-05-16,       1.97,      24.27,       8.31,      21.00,Nitrates,       1.38
Chai,2014-05-23,       1.47,      22.52,       9.02,      19.35,Nitrates,       1.54
Chai,2014-05-31,       0.73,      20.77,       9.34,      16.74,Nitrates,       1.65
Chai,2014-06-11,       0.00,      19.02,       9.67,      14.13,Nitrates,       1.75
Chai,2014-06-13,       2.12,      24.81,       8.49,      22.00,Nitrates,       1.11
Chai,2014-06-20,       2.77,      24.37,       7.25,      25.17,Nitrates,       0.80
Chai,2014-07-07,       2.03,      23.94,       7.05,      26.82,Nitrates,       1.11
Chai,2014-07-16,       1.30,      23.50,       6.86,      28.47,Nitrates,       1.42
Chai,2014-08-03,       2.05,      22.83,      11.50,       3.00,Nitrates,       2.17
Chai,2014-08-10,       1.15,      24.27,       8.87,      19.50,Nitrates,       1.71
Chai,2014-08-13,       1.18,      22.92,       7.11,      25.00,Nitrates,       1.32
Chai,2014-08-23,       1.08,      22.24,       7.18,      28.50,Nitrates,       1.09
Chai,2014-08-29,       1.50,      21.56,       7.96,      20.00,Nitrates,       1.03
Chai,2014-09-04,       1.72,      20.89,       7.46,      12.43,Nitrates,       1.92
Chai,2014-09-13,       1.52,      20.97,       8.28,       8.72,Nitrates,       1.07
Chai,2014-10-12,       1.54,      21.05,      11.06,       5.00,Nitrates,       1.66
Chai,2014-10-16,       0.00,      21.13,       8.85,      18.50,Nitrates,       1.89
Chai,2014-10-17,       0.33,      21.21,       9.26,      16.38,Nitrates,       1.84
Chai,2014-11-09,       0.66,      21.30,       9.67,      14.25,Nitrates,       1.80
Chai,2014-11-15,       0.99,      21.38,      10.07,      12.12,Nitrates,       1.75
Chai,2014-11-20,       1.33,      21.46,      10.48,      10.00,Nitrates,       1.71
Chai,2014-11-28,       0.88,      21.54,      10.16,       9.03,Nitrates,       1.75
Chai,2014-12-06,       0.44,      21.62,      10.05,      10.28,Nitrates,       1.78
Chai,2014-12-11,       0.00,      21.70,       9.94,      11.53,Nitrates,       1.81
Chai,2014-12-12,       0.82,      21.79,      10.21,       6.98,Nitrates,       2.06
Chai,2015-01-15,       1.63,      21.87,      10.48,       2.43,Nitrates,       2.31
Chai,2015-02-13,       1.30,      21.95,      10.76,       6.73,Nitrates,       2.06
Chai,2015-03-04,       1.41,      22.03,      11.40,       7.60,Nitrates,       2.30
Chai,2015-03-14,       1.59,      18.79,      10.69,       8.53,Nitrates,       2.53
Chai,2015-03-20,       1.43,      19.68,      10.32,       8.10,Nitrates,       2.94
Chai,2015-04-09,       1.19,      20.58,       8.65,      25.50,Nitrates,       0.88
Chai,2015-04-18,       1.16,      20.95,       8.57,      24.75,Nitrates,       0.92
Chai,2015-05-08,       1.13,      21.32,       8.50,      24.00,Nitrates,       0.96
Chai,2015-05-20,       0.82,      22.69,       8.78,      21.80,Nitrates,       1.75
Chai,2015-05-21,       1.14,      20.59,       8.87,      21.10,Nitrates,       1.79
Chai,2015-05-29,       1.46,      18.49,       8.96,      20.40,Nitrates,       1.84
Chai,2015-06-02,       1.01,      16.40,      10.27,       5.57,Nitrates,       2.06
Chai,2015-06-14,       1.10,      18.27,       9.24,      13.95,Nitrates,       2.08
Chai,2015-06-18,       1.20,      20.15,       8.22,      22.33,Nitrates,       2.10
Chai,2015-07-11,       0.92,      22.03,       9.77,      15.37,Nitrates,       1.78
Chai,2015-07-22,       1.08,      21.85,       8.88,      25.00,Nitrates,       1.47
Chai,2015-08-02,       1.49,      21.66,       8.85,      26.00,Nitrates,       1.07
Chai,2015-08-20,       1.90,      21.48,       8.81,      27.00,Nitrates,       0.66
Chai,2015-08-23,       1.58,      21.29,      10.28,      14.50,Nitrates,       1.19
Chai,2015-09-01,       1.26,      21.11,      11.74,       2.00,Nitrates,       1.71
Chai,2015-09-07,       1.12,      21.87,      10.53,       8.20,Nitrates,       1.74
Chai,2015-09-10,       0.99,      22.62,       9.32,      14.40,Nitrates,       1.76
Chai,2015-09-20,       1.16,      20.36,       8.03,      19.17,Nitrates,       1.05
Chai,2015-10-07,       1.51,      21.95,       9.83,      24.43,Nitrates,       1.88
Chai,2015-10-12,       0.84,      22.18,      12.28,       4.27,Nitrates,       1.80
Chai,2015-10-16,       0.98,      23.27,       8.69,      16.27,Nitrates,       1.75
Chai,2015-10-19,       1.90,      24.37,       9.50,      18.00,Nitrates,       1.61
Chai,2015-11-01,       2.82,      25.47,      10.31,      19.73,Nitrates,       1.48
Chai,2015-11-06,       3.75,      26.56,      11.12,      21.47,Nitrates,       1.34
Chai,2015-11-20,       1.07,      25.79,      10.02,      11.93,Nitrates,       1.72
Chai,2015-11-27,       0.97,      25.02,       9.62,       4.13,Nitrates,       1.64
Chai,2015-12-04,       2.55,      24.25,       9.40,       9.37,Nitrates,       2.37
Chai,2015-12-08,       2.50,      23.47,       9.16,      28.47,Nitrates,       0.69
Chai,2015-12-17,       1.06,      22.70,       9.99,       2.47,Nitrates,       1.65
Chai,2016-01-01,       1.08,      21.93,      10.04,       3.00,Nitrates,       1.69
Chai,2016-01-02,       1.09,      21.16,      10.08,       2.00,Nitrates,       1.72
Chai,2016-01-03,       1.11,      20.38,      10.12,       5.60,Nitrates,       1.76
Chai,2016-01-04,       1.13,      19.61,      10.16,      12.87,Nitrates,       1.79
Chai,2016-01-05,       1.10,      19.68,      10.17,      14.40,Nitrates,       1.88
Chai,2016-01-06,       1.08,      19.74,      10.17,      18.40,Nitrates,       1.98
Chai,2016-01-07,       1.05,      19.81,      10.17,      22.80,Nitrates,       2.07
Chai,2016-01-08,       1.03,      19.88,      10.18,      27.00,Nitrates,       2.16
Chai,2016-01-09,       1.00,      19.94,      10.18,      24.00,Nitrates,       2.25
Chai,2016-01-10,       0.98,      20.01,      10.18,      18.60,Nitrates,       2.35
Chai,2016-01-11,       0.95,      20.08,      10.19,      11.00,Nitrates,       2.44
Chai,2016-01-12,       0.93,      20.14,      10.19,       7.00,Nitrates,       2.53
Chai,2016-01-13,       0.90,      20.21,      10.19,       4.00,Nitrates,       2.62
Chai,2016-01-14,       0.87,      20.28,      10.20,       3.80,Nitrates,       2.72
Chai,2016-01-15,       0.85,      20.34,      10.20,       4.00,Nitrates,       2.81
Chai,2016-01-16,       0.82,      20.41,      10.20,       4.50,Nitrates,       2.90
Chai,2016-01-17,       0.83,      20.76,      10.41,       3.60,Nitrates,       2.81
Chai,2016-01-18,       0.85,      21.11,      10.62,       3.80,Nitrates,       2.71
Chai,2016-01-19,       0.86,      21.46,      10.82,       4.00,Nitrates,       2.62
Chai,2016-01-20,       0.87,      21.81,      11.03,       4.20,Nitrates,       2.52
Chai,2016-01-21,       0.88,      22.16,      11.23,       5.27,Nitrates,       2.43
Chai,2016-01-22,       0.94,      22.51,      11.24,       4.40,Nitrates,       2.34
Chai,2016-01-23,       1.01,      22.86,      11.25,       4.40,Nitrates,       2.25
Chai,2016-01-24,       1.07,      23.21,      11.25,       4.00,Nitrates,       2.17
Chai,2016-01-25,       1.14,      23.56,      11.26,       3.60,Nitrates,       2.08
Chai,2016-01-26,       1.20,      23.91,      11.27,       3.60,Nitrates,       1.99
Chai,2016-01-27,       1.26,      24.26,      11.27,       3.00,Nitrates,       1.91
Chai,2016-01-28,       1.33,      24.61,      11.28,       3.00,Nitrates,       1.82
Chai,2016-01-29,       1.39,      24.96,      11.29,       3.00,Nitrates,       1.73
Chai,2016-01-30,       1.46,      25.31,      11.29,       3.00,Nitrates,       1.65
Chai,2016-01-31,       1.52,      25.66,      11.30,       3.00,Nitrates,       1.56
Chai,2016-02-01,       1.59,      26.01,      11.31,       3.00,Nitrates,       1.47
Chai,2016-02-02,       1.65,      26.36,      11.31,       2.00,Nitrates,       1.39
Chai,2016-02-03,       1.71,      26.71,      11.32,       5.60,Nitrates,       1.30
Chai,2016-02-04,       1.78,      27.06,      11.33,      12.00,Nitrates,       1.21
Chai,2016-02-05,       1.84,      27.41,      11.33,      15.00,Nitrates,       1.13
Chai,2016-02-06,       1.91,      27.76,      11.34,      19.00,Nitrates,       1.04
Chai,2016-02-07,       1.97,      28.11,      11.35,      23.93,Nitrates,       0.95
Chai,2016-02-08,       1.98,      27.90,      11.34,      26.00,Nitrates,       0.99
Chai,2016-02-09,       2.00,      27.68,      11.34,      24.00,Nitrates,       1.03
Chai,2016-02-10,       2.01,      27.47,      11.34,      18.00,Nitrates,       1.07
Chai,2016-02-11,       2.03,      27.25,      11.34,      11.00,Nitrates,       1.10
Chai,2016-02-12,       2.04,      27.04,      11.34,       7.00,Nitrates,       1.14
Chai,2016-02-13,       2.06,      26.82,      11.34,       2.40,Nitrates,       1.18
Chai,2016-02-14,       2.07,      26.61,      11.33,       2.40,Nitrates,       1.22
Chai,2016-02-15,       2.09,      26.39,      11.33,       3.40,Nitrates,       1.26
Chai,2016-02-16,       2.10,      26.18,      11.33,       3.40,Nitrates,       1.30
Chai,2016-02-17,       2.12,      25.96,      11.33,       3.40,Nitrates,       1.33
Chai,2016-02-18,       2.13,      25.75,      11.33,       3.80,Nitrates,       1.37
Chai,2016-02-19,       2.15,      25.53,      11.32,       3.80,Nitrates,       1.41
Chai,2016-02-20,       2.16,      25.32,      11.32,       4.00,Nitrates,       1.45
Chai,2016-02-21,       2.18,      25.10,      11.32,       4.00,Nitrates,       1.49
Chai,2016-02-22,       2.19,      24.89,      11.32,       4.40,Nitrates,       1.53
Chai,2016-02-23,       2.21,      24.67,      11.32,       4.80,Nitrates,       1.56
Chai,2016-02-24,       2.22,      24.46,      11.32,       5.00,Nitrates,       1.60
Chai,2016-02-25,       2.24,      24.24,      11.31,       4.97,Nitrates,       1.64
Chai,2016-02-26,       2.10,      24.02,      10.92,       5.00,Nitrates,       1.64
Chai,2016-02-27,       1.96,      23.81,      10.53,       5.20,Nitrates,       1.64
Chai,2016-02-28,       1.83,      23.59,      10.14,       5.40,Nitrates,       1.64
Chai,2016-03-01,       1.69,      23.38,       9.74,       3.00,Nitrates,       1.63
Chai,2016-03-02,       1.56,      23.16,       9.35,       2.00,Nitrates,       1.63
Chai,2016-03-03,       1.42,      22.95,       8.96,       6.00,Nitrates,       1.63
Chai,2016-03-04,       1.28,      22.73,       8.57,      12.00,Nitrates,       1.63
Chai,2016-03-05,       1.15,      22.52,       8.18,      15.00,Nitrates,       1.63
Chai,2016-03-06,       1.01,      22.30,       7.78,      18.77,Nitrates,       1.63
Chai,2016-03-07,       1.03,      22.21,       7.86,      23.00,Nitrates,       1.43
Chai,2016-03-08,       1.05,      22.12,       7.94,      26.40,Nitrates,       1.23
Chai,2016-03-09,       1.07,      22.03,       8.01,      23.10,Nitrates,       1.03
Chai,2016-03-10,       1.27,      21.22,       8.71,      17.60,Nitrates,       1.11
Chai,2016-03-11,       1.46,      20.42,       9.41,      11.00,Nitrates,       1.20
Chai,2016-03-12,       1.66,      19.61,      10.11,       3.37,Nitrates,       1.28
Chai,2016-03-13,       1.64,      19.62,      10.05,       7.00,Nitrates,       1.42
Chai,2016-03-14,       1.62,      19.64,       9.98,       7.00,Nitrates,       1.56
Chai,2016-03-15,       1.61,      19.65,       9.92,       7.20,Nitrates,       1.70
Chai,2016-03-16,       1.59,      19.67,       9.85,       7.40,Nitrates,       1.83
Chai,2016-03-17,       1.58,      19.68,       9.79,       9.70,Nitrates,       1.97
Chai,2016-03-18,       1.56,      19.69,       9.78,       8.00,Nitrates,       1.96
Chai,2016-03-19,       1.55,      19.71,       9.77,       8.20,Nitrates,       1.95
Chai,2016-03-20,       1.53,      19.72,       9.77,       8.40,Nitrates,       1.94
Chai,2016-03-21,       1.52,      19.74,       9.76,       8.60,Nitrates,       1.92
Chai,2016-03-22,       1.51,      19.75,       9.75,       9.00,Nitrates,       1.91
Chai,2016-03-23,       1.49,      19.76,       9.75,       9.20,Nitrates,       1.90
Chai,2016-03-24,       1.48,      19.78,       9.74,      10.00,Nitrates,       1.89
Chai,2016-03-25,       1.46,      19.79,       9.73,      10.00,Nitrates,       1.88
Chai,2016-03-26,       1.45,      19.81,       9.73,      11.00,Nitrates,       1.87
Chai,2016-03-27,       1.44,      19.82,       9.72,      12.00,Nitrates,       1.86
Chai,2016-03-28,       1.42,      19.83,       9.71,      12.00,Nitrates,       1.84
Chai,2016-03-29,       1.41,      19.85,       9.71,      12.00,Nitrates,       1.83
Chai,2016-03-30,       1.39,      19.86,       9.70,      12.00,Nitrates,       1.82
Chai,2016-03-31,       1.38,      19.88,       9.69,      11.60,Nitrates,       1.81
